date,date_day,date_month,date_year,show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
1994-06-19,19,6,1994,Miss Saigon,Broadway,Musical,12287,0.88,554559,NA,8
1994-06-19,19,6,1994,The Sisters Rosensweig,Ethel Barrymore,Play,4374,0.5,118313,0.29,8
1994-06-26,26,6,1994,Beauty And The Beast,Palace,Musical,14134,1.02,714442,NA,8
1994-06-26,26,6,1994,Broken Glass,Booth,Play,5046,0.78,155897,0.56,8
1994-06-26,26,6,1994,Miss Saigon,Broadway,Musical,13507,0.97,614889,NA,8
1994-06-26,26,6,1994,The Sisters Rosensweig,Ethel Barrymore,Play,5314,0.61,153316,0.38,8
1994-07-03,3,7,1994,Beauty And The Beast,Palace,Musical,14120,1.01,716084,NA,8
1994-07-03,3,7,1994,Miss Saigon,Broadway,Musical,12978,0.93,552597,NA,8
1994-07-03,3,7,1994,The Sisters Rosensweig,Ethel Barrymore,Play,6264,0.71,155138,0.38,8
1994-07-10,10,7,1994,Beauty And The Beast,Palace,Musical,14088,1.01,714565,NA,8
1994-07-10,10,7,1994,Miss Saigon,Broadway,Musical,11405,0.82,489894,NA,8
1994-07-10,10,7,1994,The Sisters Rosensweig,Ethel Barrymore,Play,5761,0.66,155918,0.38,8
1994-07-17,17,7,1994,Beauty And The Beast,Palace,Musical,14144,1.02,715101,NA,8
1994-07-17,17,7,1994,Miss Saigon,Broadway,Musical,13088,0.94,574035,NA,8
1994-07-17,17,7,1994,The Sisters Rosensweig,Ethel Barrymore,Play,7357,0.84,196097,0.48,8
1994-07-24,24,7,1994,Beauty And The Beast,Palace,Musical,14106,1.01,716171,NA,8
1994-07-24,24,7,1994,Miss Saigon,Broadway,Musical,13364,0.96,587439,NA,8
1994-07-31,31,7,1994,Beauty And The Beast,Palace,Musical,14071,1.01,710046,NA,8
1994-07-31,31,7,1994,Miss Saigon,Broadway,Musical,13079,0.94,572411,NA,8
1994-08-07,7,8,1994,Beauty And The Beast,Palace,Musical,14117,1.01,710021,NA,8
1994-08-07,7,8,1994,Miss Saigon,Broadway,Musical,13038,0.94,569929,NA,8
1994-08-14,14,8,1994,Beauty And The Beast,Palace,Musical,14100,1.01,711107,NA,8
1994-08-14,14,8,1994,Miss Saigon,Broadway,Musical,13815,0.99,608772,NA,8
1994-08-21,21,8,1994,Beauty And The Beast,Palace,Musical,14091,1.01,713730,NA,8
1994-08-21,21,8,1994,Miss Saigon,Broadway,Musical,13846,0.99,626867,NA,8
1994-08-28,28,8,1994,Beauty And The Beast,Palace,Musical,14134,1.02,715215,NA,8
1994-08-28,28,8,1994,Miss Saigon,Broadway,Musical,13014,0.93,568870,NA,8
1994-09-04,4,9,1994,Beauty And The Beast,Palace,Musical,14106,1.01,716171,NA,8
1994-09-04,4,9,1994,Miss Saigon,Broadway,Musical,12946,0.93,547750,NA,8
1994-09-11,11,9,1994,Beauty And The Beast,Palace,Musical,13707,0.98,697165,NA,8
1994-09-11,11,9,1994,Miss Saigon,Broadway,Musical,12870,0.92,541079,NA,8
1994-09-18,18,9,1994,Beauty And The Beast,Palace,Musical,13691,0.98,703344,NA,8
1994-09-18,18,9,1994,Miss Saigon,Broadway,Musical,12193,0.87,541776,NA,8
1994-09-25,25,9,1994,Beauty And The Beast,Palace,Musical,13811,0.99,701730,NA,8
1994-09-25,25,9,1994,Miss Saigon,Broadway,Musical,13062,0.94,575295,NA,8
1994-09-25,25,9,1994,Show Boat,Gershwin,Musical,8580,0.89,462220,NA,0
1994-10-02,2,10,1994,Beauty And The Beast,Palace,Musical,13632,0.98,703883,NA,8
1994-10-02,2,10,1994,Miss Saigon,Broadway,Musical,13205,0.95,585716,NA,8
1994-10-02,2,10,1994,Show Boat,Gershwin,Musical,14408,0.94,618920,NA,1
1994-10-09,9,10,1994,Beauty And The Beast,Palace,Musical,14130,1.02,702222,NA,8
1994-10-09,9,10,1994,Miss Saigon,Broadway,Musical,13516,0.97,616562,NA,8
1994-10-09,9,10,1994,Show Boat,Gershwin,Musical,14689,0.96,842636,NA,8
1994-10-16,16,10,1994,Beauty And The Beast,Palace,Musical,14059,1.01,707331,NA,8
1994-10-16,16,10,1994,Miss Saigon,Broadway,Musical,12904,0.93,617530,NA,8
1994-10-16,16,10,1994,Show Boat,Gershwin,Musical,15079,0.98,908553,NA,8
1994-10-23,23,10,1994,Beauty And The Beast,Palace,Musical,14104,1.01,706158,NA,8
1994-10-23,23,10,1994,Miss Saigon,Broadway,Musical,13345,0.96,625615,NA,8
1994-10-23,23,10,1994,Show Boat,Gershwin,Musical,15296,1,914673,NA,8
1994-10-30,30,10,1994,Beauty And The Beast,Palace,Musical,13833,0.99,701827,NA,8
1994-10-30,30,10,1994,Miss Saigon,Broadway,Musical,12505,0.9,572688,NA,8
1994-10-30,30,10,1994,Show Boat,Gershwin,Musical,15343,1,921160,NA,8
1994-11-06,6,11,1994,Beauty And The Beast,Palace,Musical,13873,1,706730,NA,8
1994-11-06,6,11,1994,Miss Saigon,Broadway,Musical,12012,0.86,557494,NA,8
1994-11-06,6,11,1994,Show Boat,Gershwin,Musical,15117,0.99,900007,NA,8
1994-11-06,6,11,1994,Sunset Boulevard,Minskoff,Musical,11872,0.99,717236,NA,0
1994-11-06,6,11,1994,The Shadow Box,Circle In The Square,Play,2218,0.77,45338,NA,0
1994-11-13,13,11,1994,Beauty And The Beast,Palace,Musical,13853,1,702281,NA,8
1994-11-13,13,11,1994,Miss Saigon,Broadway,Musical,12182,0.87,562780,NA,8
1994-11-13,13,11,1994,Show Boat,Gershwin,Musical,15039,0.98,923908,NA,8
1994-11-13,13,11,1994,Sunset Boulevard,Minskoff,Musical,13470,0.98,810629,NA,0
1994-11-13,13,11,1994,The Shadow Box,Circle In The Square,Play,4016,0.69,83349,0.37,0
1994-11-20,20,11,1994,Beauty And The Beast,Palace,Musical,13791,0.99,701398,NA,8
1994-11-20,20,11,1994,Miss Saigon,Broadway,Musical,11999,0.86,537849,NA,8
1994-11-20,20,11,1994,Show Boat,Gershwin,Musical,15154,0.99,924317,NA,8
1994-11-20,20,11,1994,Sunset Boulevard,Minskoff,Musical,10362,0.87,632053,NA,5
1994-11-20,20,11,1994,The Shadow Box,Circle In The Square,Play,3145,0.54,66822,0.3,1
1994-11-27,27,11,1994,Beauty And The Beast,Palace,Musical,14133,1.02,719312,NA,8
1994-11-27,27,11,1994,Miss Saigon,Broadway,Musical,13333,0.96,625612,NA,8
1994-11-27,27,11,1994,Show Boat,Gershwin,Musical,15344,1,969783,NA,8
1994-11-27,27,11,1994,Sunset Boulevard,Minskoff,Musical,12829,0.94,798619,NA,8
1994-11-27,27,11,1994,The Shadow Box,Circle In The Square,Play,2933,0.51,75918,0.34,8
1994-12-04,4,12,1994,Beauty And The Beast,Palace,Musical,13883,1,700173,NA,8
1994-12-04,4,12,1994,Miss Saigon,Broadway,Musical,11702,0.84,548468,NA,8
1994-12-04,4,12,1994,Show Boat,Gershwin,Musical,15344,1,933366,NA,8
1994-12-04,4,12,1994,Sunset Boulevard,Minskoff,Musical,13673,1,817830,NA,8
1994-12-04,4,12,1994,The Shadow Box,Circle In The Square,Play,3153,0.54,74327,0.33,8
1994-12-11,11,12,1994,Beauty And The Beast,Palace,Musical,13927,1,701289,NA,8
1994-12-11,11,12,1994,Miss Saigon,Broadway,Musical,12754,0.91,614740,NA,8
1994-12-11,11,12,1994,Show Boat,Gershwin,Musical,15344,1,941369,NA,8
1994-12-11,11,12,1994,Sunset Boulevard,Minskoff,Musical,13678,1,822596,NA,8
1994-12-11,11,12,1994,The Shadow Box,Circle In The Square,Play,3074,0.53,72292,0.32,8
1994-12-18,18,12,1994,Beauty And The Beast,Palace,Musical,13880,1,701316,NA,8
1994-12-18,18,12,1994,Miss Saigon,Broadway,Musical,11559,0.83,534433,NA,8
1994-12-18,18,12,1994,Show Boat,Gershwin,Musical,15275,1,942129,NA,8
1994-12-18,18,12,1994,Sunset Boulevard,Minskoff,Musical,13680,1,822605,NA,8
1994-12-18,18,12,1994,The Shadow Box,Circle In The Square,Play,2911,0.5,64222,0.28,8
1994-12-25,25,12,1994,Beauty And The Beast,Palace,Musical,13757,0.99,705365,NA,8
1994-12-25,25,12,1994,Miss Saigon,Broadway,Musical,11473,0.82,481346,NA,8
1994-12-25,25,12,1994,Show Boat,Gershwin,Musical,14733,0.96,946144,NA,8
1994-12-25,25,12,1994,Sunset Boulevard,Minskoff,Musical,13485,0.99,828109,NA,8
1994-12-25,25,12,1994,The Shadow Box,Circle In The Square,Play,2136,0.37,41348,0.18,8
1995-01-01,1,1,1995,Beauty And The Beast,Palace,Musical,14175,1.02,749153,NA,8
1995-01-01,1,1,1995,Miss Saigon,Broadway,Musical,13943,0.89,758960,NA,9
1995-01-01,1,1,1995,Show Boat,Gershwin,Musical,15344,1,1021211,NA,8
1995-01-01,1,1,1995,Sunset Boulevard,Minskoff,Musical,11970,1,793957,NA,7
1995-01-01,1,1,1995,The Shadow Box,Circle In The Square,Play,4370,0.75,112982,0.5,8
1995-01-08,8,1,1995,Beauty And The Beast,Palace,Musical,13942,1,707347,NA,8
1995-01-08,8,1,1995,Miss Saigon,Broadway,Musical,13382,0.96,624288,NA,8
1995-01-08,8,1,1995,Show Boat,Gershwin,Musical,14375,0.94,900038,NA,8
1995-01-08,8,1,1995,Sunset Boulevard,Minskoff,Musical,13680,1,826740,NA,8
1995-01-15,15,1,1995,Beauty And The Beast,Palace,Musical,14029,1.01,705869,NA,8
1995-01-15,15,1,1995,Miss Saigon,Broadway,Musical,13587,0.97,519030,NA,8
1995-01-15,15,1,1995,Show Boat,Gershwin,Musical,14556,0.95,900149,NA,8
1995-01-15,15,1,1995,Sunset Boulevard,Minskoff,Musical,13680,1,830400,NA,8
1995-01-22,22,1,1995,Beauty And The Beast,Palace,Musical,13066,0.94,647039,NA,8
1995-01-22,22,1,1995,Miss Saigon,Broadway,Musical,13015,0.93,498017,NA,8
1995-01-22,22,1,1995,Show Boat,Gershwin,Musical,14420,0.94,855121,NA,8
1995-01-22,22,1,1995,Sunset Boulevard,Minskoff,Musical,11970,1,726430,NA,7
1995-01-29,29,1,1995,Beauty And The Beast,Palace,Musical,12684,0.91,643300,NA,8
1995-01-29,29,1,1995,Miss Saigon,Broadway,Musical,13358,0.96,505514,NA,8
1995-01-29,29,1,1995,Show Boat,Gershwin,Musical,14157,0.92,848081,NA,8
1995-01-29,29,1,1995,Sunset Boulevard,Minskoff,Musical,13680,1,829905,NA,8
1995-02-05,5,2,1995,Beauty And The Beast,Palace,Musical,11347,0.82,567876,NA,8
1995-02-05,5,2,1995,Miss Saigon,Broadway,Musical,12120,0.87,453838,NA,8
1995-02-05,5,2,1995,Show Boat,Gershwin,Musical,13279,0.87,800193,NA,8
1995-02-05,5,2,1995,Sunset Boulevard,Minskoff,Musical,13680,1,821043,NA,8
1995-02-05,5,2,1995,Uncle Vanya,Circle In The Square,Play,1540,0.53,31152,0.24,0
1995-02-12,12,2,1995,Beauty And The Beast,Palace,Musical,13012,0.93,648339,NA,8
1995-02-12,12,2,1995,Miss Saigon,Broadway,Musical,11835,0.85,448814,NA,8
1995-02-12,12,2,1995,Show Boat,Gershwin,Musical,13157,0.86,758329,NA,8
1995-02-12,12,2,1995,Smokey Joe'S Cafe,Virginia,Musical,5774,0.79,101075,NA,0
1995-02-12,12,2,1995,Sunset Boulevard,Minskoff,Musical,13411,0.98,804959,NA,8
1995-02-12,12,2,1995,Uncle Vanya,Circle In The Square,Play,3379,0.58,66361,0.25,0
1995-02-19,19,2,1995,Beauty And The Beast,Palace,Musical,13779,0.99,674874,NA,8
1995-02-19,19,2,1995,Miss Saigon,Broadway,Musical,12920,0.93,519955,NA,8
1995-02-19,19,2,1995,Show Boat,Gershwin,Musical,14573,0.95,841911,NA,8
1995-02-19,19,2,1995,Smokey Joe'S Cafe,Virginia,Musical,7969,0.82,166231,NA,0
1995-02-19,19,2,1995,Sunset Boulevard,Minskoff,Musical,13306,0.97,803175,NA,8
1995-02-19,19,2,1995,Uncle Vanya,Circle In The Square,Play,3800,0.66,80760,0.31,0
1995-02-26,26,2,1995,Beauty And The Beast,Palace,Musical,14030,1.01,676483,NA,8
1995-02-26,26,2,1995,Miss Saigon,Broadway,Musical,13809,0.99,541097,NA,8
1995-02-26,26,2,1995,Show Boat,Gershwin,Musical,15182,0.99,873122,NA,8
1995-02-26,26,2,1995,Smokey Joe'S Cafe,Virginia,Musical,9570,1.13,186108,NA,0
1995-02-26,26,2,1995,Sunset Boulevard,Minskoff,Musical,13680,1,819104,NA,8
1995-02-26,26,2,1995,Uncle Vanya,Circle In The Square,Play,2994,0.52,70129,0.27,5
1995-03-05,5,3,1995,Beauty And The Beast,Palace,Musical,13038,0.94,672365,NA,8
1995-03-05,5,3,1995,Miss Saigon,Broadway,Musical,12655,0.91,495556,NA,8
1995-03-05,5,3,1995,Show Boat,Gershwin,Musical,13650,0.89,796472,NA,8
1995-03-05,5,3,1995,Smokey Joe'S Cafe,Virginia,Musical,8806,0.91,185723,NA,4
1995-03-05,5,3,1995,Sunset Boulevard,Minskoff,Musical,13680,1,792596,NA,8
1995-03-05,5,3,1995,Uncle Vanya,Circle In The Square,Play,1232,0.21,51045,0.2,8
1995-03-12,12,3,1995,Beauty And The Beast,Palace,Musical,12778,0.92,659195,NA,8
1995-03-12,12,3,1995,Miss Saigon,Broadway,Musical,12335,0.88,513554,NA,8
1995-03-12,12,3,1995,Show Boat,Gershwin,Musical,14007,0.91,804972,NA,8
1995-03-12,12,3,1995,Smokey Joe'S Cafe,Virginia,Musical,7864,0.81,250386,NA,8
1995-03-12,12,3,1995,Sunset Boulevard,Minskoff,Musical,12996,0.95,569720,NA,8
1995-03-12,12,3,1995,Uncle Vanya,Circle In The Square,Play,2481,0.43,58827,0.23,8
1995-03-19,19,3,1995,Beauty And The Beast,Palace,Musical,13300,0.96,676357,NA,8
1995-03-19,19,3,1995,Having Our Say,Booth,Play,2105,0.54,49791,0.35,0
1995-03-19,19,3,1995,Miss Saigon,Broadway,Musical,13285,0.95,541098,NA,8
1995-03-19,19,3,1995,Show Boat,Gershwin,Musical,14073,0.92,846722,NA,8
1995-03-19,19,3,1995,Smokey Joe'S Cafe,Virginia,Musical,7632,0.79,265786,NA,8
1995-03-19,19,3,1995,Sunset Boulevard,Minskoff,Musical,13680,1,575001,NA,8
1995-03-19,19,3,1995,Uncle Vanya,Circle In The Square,Play,2542,0.44,63573,0.24,8
1995-03-26,26,3,1995,Beauty And The Beast,Palace,Musical,12958,0.93,654917,NA,8
1995-03-26,26,3,1995,Having Our Say,Booth,Play,3910,0.31,87787,0.31,8
1995-03-26,26,3,1995,Miss Saigon,Broadway,Musical,13199,0.95,548346,NA,8
1995-03-26,26,3,1995,Show Boat,Gershwin,Musical,14026,0.91,832693,NA,8
1995-03-26,26,3,1995,Smokey Joe'S Cafe,Virginia,Musical,6914,0.71,272501,NA,8
1995-03-26,26,3,1995,Sunset Boulevard,Minskoff,Musical,13680,1,816353,NA,8
1995-04-02,2,4,1995,Beauty And The Beast,Palace,Musical,12496,0.9,633756,NA,8
1995-04-02,2,4,1995,Having Our Say,Booth,Play,3465,0.55,77778,0.27,0
1995-04-02,2,4,1995,Miss Saigon,Broadway,Musical,12990,0.93,524958,NA,8
1995-04-02,2,4,1995,Show Boat,Gershwin,Musical,14061,0.92,841368,NA,8
1995-04-02,2,4,1995,Smokey Joe'S Cafe,Virginia,Musical,6575,0.68,265436,NA,8
1995-04-02,2,4,1995,Sunset Boulevard,Minskoff,Musical,13680,1,827432,NA,8
1995-04-09,9,4,1995,Beauty And The Beast,Palace,Musical,12874,0.92,646656,NA,8
1995-04-09,9,4,1995,Having Our Say,Booth,Play,4275,0.68,109030,0.38,5
1995-04-09,9,4,1995,Miss Saigon,Broadway,Musical,12781,0.92,526333,NA,8
1995-04-09,9,4,1995,Show Boat,Gershwin,Musical,14133,0.92,832961,NA,8
1995-04-09,9,4,1995,Smokey Joe'S Cafe,Virginia,Musical,6661,0.69,272551,NA,8
1995-04-09,9,4,1995,Sunset Boulevard,Minskoff,Musical,13680,1,823706,NA,8
1995-04-16,16,4,1995,Beauty And The Beast,Palace,Musical,13903,1,698661,NA,8
1995-04-16,16,4,1995,Hamlet 95,Belasco,Play,3408,0.87,172544,0.9,0
1995-04-16,16,4,1995,Having Our Say,Booth,Play,5929,0.95,153547,0.54,8
1995-04-16,16,4,1995,Miss Saigon,Broadway,Musical,13532,0.97,599230,NA,8
1995-04-16,16,4,1995,Show Boat,Gershwin,Musical,14581,0.95,901095,NA,8
1995-04-16,16,4,1995,Smokey Joe'S Cafe,Virginia,Musical,6760,0.7,258973,NA,8
1995-04-16,16,4,1995,Sunset Boulevard,Minskoff,Musical,13680,1,831350,NA,8
1995-04-23,23,4,1995,Beauty And The Beast,Palace,Musical,13907,1,694389,NA,8
1995-04-23,23,4,1995,Hamlet 95,Belasco,Play,7356,0.94,345016,0.9,0
1995-04-23,23,4,1995,Having Our Say,Booth,Play,4970,0.8,164527,0.58,8
1995-04-23,23,4,1995,Miss Saigon,Broadway,Musical,13651,0.98,639911,NA,8
1995-04-23,23,4,1995,Show Boat,Gershwin,Musical,15174,0.99,929967,NA,8
1995-04-23,23,4,1995,Smokey Joe'S Cafe,Virginia,Musical,8675,0.89,357175,NA,8
1995-04-23,23,4,1995,Sunset Boulevard,Minskoff,Musical,13680,1,828493,NA,8
1995-04-23,23,4,1995,The Rose Tattoo,Circle In The Square,Play,1149,0.53,22162,NA,0
1995-04-30,30,4,1995,Beauty And The Beast,Palace,Musical,13219,0.95,669176,NA,8
1995-04-30,30,4,1995,Hamlet 95,Belasco,Play,6028,0.88,271658,0.81,0
1995-04-30,30,4,1995,Having Our Say,Booth,Play,4433,0.71,133919,0.47,8
1995-04-30,30,4,1995,Miss Saigon,Broadway,Musical,13220,0.95,556451,NA,8
1995-04-30,30,4,1995,Show Boat,Gershwin,Musical,14437,0.94,848034,NA,8
1995-04-30,30,4,1995,Smokey Joe'S Cafe,Virginia,Musical,7415,0.76,298361,NA,8
1995-04-30,30,4,1995,Sunset Boulevard,Minskoff,Musical,13680,1,825082,NA,8
1995-04-30,30,4,1995,The Rose Tattoo,Circle In The Square,Play,2607,0.45,61479,0.63,1
1995-05-07,7,5,1995,Beauty And The Beast,Palace,Musical,13227,0.95,665357,NA,8
1995-05-07,7,5,1995,Hamlet 95,Belasco,Play,6538,0.83,296818,0.77,8
1995-05-07,7,5,1995,Having Our Say,Booth,Play,4032,0.65,126171,0.44,8
1995-05-07,7,5,1995,Miss Saigon,Broadway,Musical,12744,0.91,558840,NA,8
1995-05-07,7,5,1995,Show Boat,Gershwin,Musical,14578,0.95,848683,NA,8
1995-05-07,7,5,1995,Smokey Joe'S Cafe,Virginia,Musical,7518,0.78,291037,NA,8
1995-05-07,7,5,1995,Sunset Boulevard,Minskoff,Musical,13680,1,825171,NA,8
1995-05-07,7,5,1995,The Rose Tattoo,Circle In The Square,Play,3688,0.64,94699,0.97,8
1995-05-14,14,5,1995,Beauty And The Beast,Palace,Musical,12754,0.92,644291,NA,8
1995-05-14,14,5,1995,Hamlet 95,Belasco,Play,6751,0.99,285521,0.85,7
1995-05-14,14,5,1995,Having Our Say,Booth,Play,4674,0.75,166293,0.58,8
1995-05-14,14,5,1995,Miss Saigon,Broadway,Musical,11941,0.86,522820,NA,8
1995-05-14,14,5,1995,Show Boat,Gershwin,Musical,14131,0.92,837428,NA,8
1995-05-14,14,5,1995,Smokey Joe'S Cafe,Virginia,Musical,8409,0.87,349459,NA,8
1995-05-14,14,5,1995,Sunset Boulevard,Minskoff,Musical,13680,1,828232,NA,8
1995-05-14,14,5,1995,The Rose Tattoo,Circle In The Square,Play,4111,0.71,108295,0.62,8
1995-05-21,21,5,1995,Beauty And The Beast,Palace,Musical,13611,0.98,678223,NA,8
1995-05-21,21,5,1995,Hamlet 95,Belasco,Play,7719,0.99,360116,0.93,8
1995-05-21,21,5,1995,Having Our Say,Booth,Play,4971,0.8,171435,0.6,8
1995-05-21,21,5,1995,Miss Saigon,Broadway,Musical,12628,0.91,564672,NA,8
1995-05-21,21,5,1995,Show Boat,Gershwin,Musical,15028,0.98,893924,NA,8
1995-05-21,21,5,1995,Smokey Joe'S Cafe,Virginia,Musical,8806,0.91,367681,NA,8
1995-05-21,21,5,1995,Sunset Boulevard,Minskoff,Musical,13680,1,813579,NA,8
1995-05-21,21,5,1995,The Rose Tattoo,Circle In The Square,Play,4336,0.75,111942,0.64,8
1995-05-28,28,5,1995,Beauty And The Beast,Palace,Musical,13551,0.97,684431,NA,8
1995-05-28,28,5,1995,Hamlet 95,Belasco,Play,6780,0.99,324495,0.96,7
1995-05-28,28,5,1995,Having Our Say,Booth,Play,4634,0.74,153289,0.54,8
1995-05-28,28,5,1995,Miss Saigon,Broadway,Musical,13308,0.95,591314,NA,8
1995-05-28,28,5,1995,Show Boat,Gershwin,Musical,15007,0.98,906860,NA,8
1995-05-28,28,5,1995,Smokey Joe'S Cafe,Virginia,Musical,9077,0.94,371958,NA,8
1995-05-28,28,5,1995,Sunset Boulevard,Minskoff,Musical,13680,1,830880,NA,8
1995-05-28,28,5,1995,The Rose Tattoo,Circle In The Square,Play,3858,0.67,101137,0.58,8
1995-06-04,4,6,1995,A Month In The Country,Criterion,Play,3992,1,156955,0.79,8
1995-06-04,4,6,1995,Arcadia,Vivian Beaumont,Play,5644,0.66,223340,0.64,8
1995-06-04,4,6,1995,Beauty And The Beast,Palace,Musical,12165,0.87,649179,NA,8
1995-06-04,4,6,1995,Cats,Winter Garden,Musical,8443,0.71,365355,0.55,8
1995-06-04,4,6,1995,Chronicle Of A Death Foretold,Plymouth,Musical,4973,0.61,103769,0.54,0
1995-06-04,4,6,1995,Hamlet 95,Belasco,Play,7786,0.99,384043,1,8
1995-06-04,4,6,1995,Having Our Say,Booth,Play,4226,0.68,135211,0.47,8
1995-06-04,4,6,1995,How To Succeed In Business Without Really Trying,Richard Rodgers,Musical,8197,0.75,426492,1,8
1995-06-04,4,6,1995,Indiscretions,Ethel Barrymore,Play,6549,0.75,280896,0.62,8
1995-06-04,4,6,1995,Jackie Mason:  Politically Incorrect,Golden,Play,2343,0.42,57491,0.25,7
1995-06-04,4,6,1995,Kiss Of The Spider Woman,Broadhurst,Musical,4537,0.5,186660,0.35,8
1995-06-04,4,6,1995,Les Miserables,Imperial,Musical,10327,0.91,436174,0.79,8
1995-06-04,4,6,1995,Love! Valour! Compassion!,Walter Kerr,Play,4154,0.55,120573,0.41,8
1995-06-04,4,6,1995,Miss Saigon,Broadway,Musical,12408,0.89,532785,0.74,8
1995-06-04,4,6,1995,Show Boat,Gershwin,Musical,13890,0.91,841201,NA,8
1995-06-04,4,6,1995,Smokey Joe'S Cafe,Virginia,Musical,8595,0.89,344624,0.61,8
1995-06-04,4,6,1995,Sunset Boulevard,Minskoff,Musical,13680,1,830699,NA,8
1995-06-04,4,6,1995,The Rose Tattoo,Circle In The Square,Play,3558,0.61,98592,0.57,8
1995-06-04,4,6,1995,Tommy,St. James,Musical,6007,0.47,229369,0.35,8
1995-06-11,11,6,1995,A Month In The Country,Criterion,Play,3489,1,164039,0.82,7
1995-06-11,11,6,1995,Arcadia,Vivian Beaumont,Play,5862,0.68,237959,0.68,8
1995-06-11,11,6,1995,Beauty And The Beast,Palace,Musical,12634,0.91,660900,NA,8
1995-06-11,11,6,1995,Buttons On Broadway,Ambassador,Special,1684,0.25,27020,0.09,3
1995-06-11,11,6,1995,Hamlet 95,Belasco,Play,8000,1.02,395935,1.03,8
1995-06-11,11,6,1995,Having Our Say,Booth,Play,4026,0.64,139511,0.49,8
1995-06-11,11,6,1995,Miss Saigon,Broadway,Musical,12611,0.9,549940,NA,8
1995-06-11,11,6,1995,Show Boat,Gershwin,Musical,14843,0.97,914980,NA,8
1995-06-11,11,6,1995,Smokey Joe'S Cafe,Virginia,Musical,9695,1,425706,NA,8
1995-06-11,11,6,1995,Sunset Boulevard,Minskoff,Musical,13680,1,831263,NA,8
1995-06-11,11,6,1995,The Rose Tattoo,Circle In The Square,Play,3851,0.66,104038,0.6,8
1995-06-18,18,6,1995,Arcadia,Vivian Beaumont,Play,5598,0.65,224376,0.64,8
1995-06-18,18,6,1995,Beauty And The Beast,Palace,Musical,13253,0.95,694791,NA,8
1995-06-18,18,6,1995,Hamlet 95,Belasco,Play,7016,1.02,343377,1.02,7
1995-06-18,18,6,1995,Having Our Say,Booth,Play,4170,0.67,140144,0.49,8
1995-06-18,18,6,1995,Miss Saigon,Broadway,Musical,12816,0.92,555539,NA,8
1995-06-18,18,6,1995,Show Boat,Gershwin,Musical,15169,0.99,945355,NA,8
1995-06-18,18,6,1995,Smokey Joe'S Cafe,Virginia,Musical,9684,1,449962,NA,8
1995-06-18,18,6,1995,Sunset Boulevard,Minskoff,Musical,13680,1,831416,NA,8
1995-06-18,18,6,1995,The Play'S The Thing,Criterion,Play,1240,0.83,32682,NA,0
1995-06-18,18,6,1995,The Rose Tattoo,Circle In The Square,Play,4308,0.74,110597,0.64,8
1995-06-25,25,6,1995,Arcadia,Vivian Beaumont,Play,5727,0.67,228509,0.65,8
1995-06-25,25,6,1995,Beauty And The Beast,Palace,Musical,13452,0.97,707501,NA,8
1995-06-25,25,6,1995,Hamlet 95,Belasco,Play,7995,1.02,397714,1.03,8
1995-06-25,25,6,1995,Having Our Say,Booth,Play,4822,0.77,148142,0.52,8
1995-06-25,25,6,1995,Miss Saigon,Broadway,Musical,12990,0.93,563149,NA,8
1995-06-25,25,6,1995,Show Boat,Gershwin,Musical,15094,0.98,942277,NA,8
1995-06-25,25,6,1995,Smokey Joe'S Cafe,Virginia,Musical,9737,1,461366,NA,8
1995-06-25,25,6,1995,Sunset Boulevard,Minskoff,Musical,13680,1,832134,NA,8
1995-06-25,25,6,1995,The Rose Tattoo,Circle In The Square,Play,4405,0.76,103296,0.59,8
1995-07-02,2,7,1995,Arcadia,Vivian Beaumont,Play,5956,0.69,229288,0.66,8
1995-07-02,2,7,1995,Beauty And The Beast,Palace,Musical,13070,0.94,691622,NA,8
1995-07-02,2,7,1995,Hamlet 95,Belasco,Play,7011,1.02,356271,1.06,7
1995-07-02,2,7,1995,Having Our Say,Booth,Play,4495,0.72,136258,0.48,8
1995-07-02,2,7,1995,Miss Saigon,Broadway,Musical,12650,0.91,527770,NA,8
1995-07-02,2,7,1995,Show Boat,Gershwin,Musical,14355,0.94,897318,NA,8
1995-07-02,2,7,1995,Smokey Joe'S Cafe,Virginia,Musical,9653,1,450520,NA,8
1995-07-02,2,7,1995,Sunset Boulevard,Minskoff,Musical,13680,1,838570,NA,8
1995-07-02,2,7,1995,The Rose Tattoo,Circle In The Square,Play,4930,0.85,123711,0.71,8
1995-07-09,9,7,1995,Arcadia,Vivian Beaumont,Play,4367,0.51,160324,0.46,8
1995-07-09,9,7,1995,Beauty And The Beast,Palace,Musical,12855,0.92,613880,NA,8
1995-07-09,9,7,1995,Hamlet 95,Belasco,Play,8020,1.02,401321,1.04,8
1995-07-09,9,7,1995,Having Our Say,Booth,Play,4412,0.71,126339,0.44,8
1995-07-09,9,7,1995,Miss Saigon,Broadway,Musical,12799,0.92,529161,NA,8
1995-07-09,9,7,1995,Show Boat,Gershwin,Musical,13368,0.87,784546,NA,8
1995-07-09,9,7,1995,Smokey Joe'S Cafe,Virginia,Musical,8926,0.92,431618,NA,8
1995-07-09,9,7,1995,Sunset Boulevard,Minskoff,Musical,11756,0.86,722906,NA,8
1995-07-16,16,7,1995,Arcadia,Vivian Beaumont,Play,5983,0.7,206882,0.59,8
1995-07-16,16,7,1995,Beauty And The Beast,Palace,Musical,12807,0.92,682685,NA,8
