show_name,show_theater,show_type,num_of_attendance,capacity_filled,revenue,percentage_of_poss_profit,num_of_performances
Into The Woods '02,Broadhurst,Musical,233472,0.6889473684210526,14731618,0.5205263157894737,279
Irena'S Vow,Walter Kerr,Play,64931,0.535625,3070112,0.30625,105
Irving Berlin'S White Christmas,Marquis,Musical,92638,0.87875,9354235,0.88625,53
Irving Berlin'S White Christmas '09,Marquis,Musical,70716,0.6825,6872694,0.55125,51
Is He Dead?,Lyceum,Play,58357,0.523125,2882050,0.348125,105
It Ain'T Nothin' But The Blues,Vivian Beaumont,Musical,170092,0.5310810810810811,6752894,0.35567567567567565,284
It Ain'T Nothin' But The Blues,Ambassador,Musical,170092,0.5310810810810811,6752894,0.35567567567567565,284
It Shoulda Been You,Brooks Atkinson,Musical,122504,0.7347619047619048,7881052,0.3876190476190476,135
It'S Only A Play,Schoenfeld,Play,293622,0.8529268292682928,37500966,0.7929268292682927,274
It'S Only A Play,Jacobs,Play,293622,0.8529268292682928,37500966,0.7929268292682927,274
Ivanov,Vivian Beaumont,Play,83270,0.9227272727272726,2953109,0.6563636363636364,51
Jackie Mason:  Freshly Squeezed,Helen Hayes,Play,53002,0.4880769230769231,2964688,0.34384615384615386,172
Jackie Mason:  Politically Incorrect,Golden,Play,2343,0.42,57491,0.25,7
Jackie Mason: Much Ado About Everything,Golden,Play,112483,0.8624324324324324,5303427,0.7586486486486487,186
Jackie Mason'S Laughing Room Only,Brooks Atkinson,Musical,21844,0.4666666666666666,1015629,0.29833333333333334,14
Jackie: An American Life,Belasco,Play,69868,0.43476190476190474,2261732,0.31523809523809526,128
James Joyce'S The Dead,Belasco,Musical,91086,0.6338888888888888,4376057,0.5388888888888889,120
Jane Eyre,Brooks Atkinson,Musical,168879,0.6767741935483871,8083185,0.4451612903225806,209
Jay Johnson: The Two And Only,Helen Hayes,Play,12107,0.257,587011,0.16,70
Jekyll & Hyde,Plymouth,Musical,1403224,0.8302010050251256,78056883,0.6779899497487437,1543
Jekyll & Hyde '13,Marquis,Musical,39385,0.5483333333333333,2470240,0.29,30
Jerry Seinfeld,Broadhurst,Special,11060,1,774652,1,10
Jersey Boys,Virginia,Musical,4971699,0.9010973451327433,538533258,0.9187964601769911,4466
Jersey Boys,August Wilson,Musical,4971699,0.9010973451327433,538533258,0.9187964601769911,4466
Jerusalem,Music Box,Play,118970,0.7366666666666667,8004618,0.44238095238095243,141
Jesus Christ Superstar,Ford Center (Tcn),Musical,250225,0.73375,11284435,0.53625,161
Jesus Christ Superstar '12,Neil Simon,Musical,141223,0.7216666666666667,10882991,0.5088888888888888,116
Joe Turner'S Come And Gone '09,Belasco,Play,66014,0.6469230769230769,3022226,0.3853846153846154,69
Journey'S End,Belasco,Play,53094,0.37222222222222223,2514849,0.24055555555555558,125
Judgment At Nuremberg,Longacre,Play,57914,0.5346153846153846,2025590,0.33153846153846156,56
Julius Caesar,Belasco,Play,102854,0.9214285714285714,8543103,0.9535714285714286,81
Jumpers,Brooks Atkinson,Play,78865,0.7271428571428571,3957158,0.4764285714285715,89
Kat And The Kings,Cort,Musical,94995,0.5077272727272727,3418286,0.31136363636363634,157
Kathy Griffin Wants A Tony,Belasco,Special,9934,0.975,1021880,0.965,10
Kiki & Herb: Alive On Broadway,Helen Hayes,Musical,9520,0.506,619680,0.374,27
King Charles Iii,Music Box,Play,98107,0.8141176470588235,9411612,0.6076470588235294,103
King David,New Amsterdam,Special,12745,0.825,677313,0.67,6
King Hedley Ii,Virginia,Play,68803,0.5691666666666666,2479599,0.39333333333333337,72
King Lear,Vivian Beaumont,Play,49281,0.96,2832254,0.635,33
Kinky Boots,Al Hirschfeld,Musical,1779797,0.8708839779005525,204828647,0.7929281767955801,1402
"Kiss Me, Kate",Martin Beck,Musical,1056908,0.8142105263157895,65051743,0.7398245614035087,882
Kiss Of The Spider Woman,Broadhurst,Musical,4537,0.5,186660,0.35,8
La Bete '10,Music Box,Play,73042,0.58625,4382858,0.303125,101
La Boh<e8>me,Broadway,Musical,284906,0.6925806451612904,20773921,0.66032258064516125,228
La Cage Aux Folles '04,Marquis,Musical,275385,0.6781818181818181,16381491,0.48545454545454547,229
La Cage Aux Folles '10,Longacre,Musical,347661,0.7339285714285714,29057813,0.5696428571428571,433
Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,124376,0.9433333333333332,14085440,0.81,173
Latinologues,Helen Hayes,Play,26013,0.348125,1104272,0.275625,93
Laugh Whore,Cort,Play,39329,0.4708333333333334,1828501,0.345,66
Leap Of Faith,St. James,Musical,50021,0.8383333333333333,1343840,0.1733333333333333,19
Legally Blonde,Palace,Musical,814072,0.7711392405063292,56338126,0.7178481012658228,595
Lend Me A Tenor '10,Music Box,Play,121572,0.6852173913043478,8249462,0.39260869565217393,153
Lennon,Broadhurst,Musical,54449,0.5041666666666667,3596685,0.4725,49
Les Liaisons Dangereuses 08,American Airlines,Play,63853,0.8730769230769231,3161855,0.4646153846153846,77
Les Miserables,Imperial,Musical,3466401,0.8422465753424657,171395852,0.6362739726027398,2907
Les Miserables '14,Imperial,Musical,1176491,0.8176744186046512,105089275,0.6724806201550387,1000
Les Miserables 2006,Broadhurst,Musical,465661,0.8611475409836065,35140652,0.6832786885245902,463
Lestat,Palace,Musical,80434,0.728,4630419,0.575,39
Let It Be,St. James,Special,48350,0.5142857142857143,2535797,0.2785714285714286,46
Life X 3,Circle In The Square,Play,79272,0.8175,4570880,0.59,104
Little Me,Criterion,Musical,64069,0.9055555555555556,3266231,0.6144444444444445,99
Little Shop Of Horrors,Virginia,Musical,350389,0.7053846153846153,20607589,0.5201923076923076,372
Little Women,Virginia,Musical,153439,0.65375,9793281,0.48333333333333334,137
Living On Love,Longacre,Play,27322,0.6940000000000001,811148,0.196,16
Liza'S At The Palace,Palace,Special,31431,0.848,3059851,0.86,22
Lombardi,Circle In The Square,Play,147379,0.6788571428571428,9313391,0.37200000000000005,244
London Assurance,Criterion,Play,39976,0.9272727272727274,1493967,0.24272727272727274,72
Long Day'S Journey Into Night 03,Plymouth,Play,130827,0.9526315789473684,11333178,0.958421052631579,117
Long Day'S Journey Into Night 2016,American Airlines,Play,59821,0.9646153846153847,5153917,0.7407692307692308,61
Looped,Lyceum,Play,31207,0.57,1262525,0.26125,33
Lord Of The Dance: Dangerous Games,Lyric,Special,58276,0.4388888888888889,3616869,0.2677777777777778,67
Losing Louie,Biltmore,Play,30824,0.618,1548011,0.39899999999999997,53
Love / Life,Vivian Beaumont,Special,6914,0.84,280480,0.586,8
Love Letters 2014,Brooks Atkinson,Play,59467,0.5585714285714285,4124389,0.36642857142857144,95
Love! Valour! Compassion!,Walter Kerr,Play,4154,0.55,120573,0.41,8
Lovemusik,Biltmore,Musical,41203,0.79,2494723,0.4918181818181818,60
Lysistrata Jones,Walter Kerr,Musical,39217,0.6766666666666667,1391172,0.21666666666666667,30
Ma Rainey'S Black Bottom '03,Royale,Play,45737,0.52,2427214,0.4027272727272727,68
Macbeth '13,Ethel Barrymore,Play,63681,0.7273333333333334,5202863,0.5,73
Macbeth '13 (Lct),Vivian Beaumont,Play,67264,0.7216666666666667,4251441,0.36916666666666664,60
Macbeth 00,Music Box,Play,10926,0.54,489308,0.6066666666666667,13
Macbeth 08,Lyceum,Play,51048,0.8833333333333333,4105572,0.8966666666666667,52
Machinal,American Airlines,Play,40813,0.6990909090909091,2123256,0.3109090909090909,52
Magic/Bird,Longacre,Play,34446,0.52125,1136102,0.17,37
Major Barbara,American Airlines,Play,65138,0.8185714285714286,3217456,0.6814285714285714,74
Mamma Mia!,Winter Garden,Musical,7566124,0.9000965517241378,624391693,0.7510482758620689,5758
Mamma Mia!,Cadillac Winter Garden,Musical,7566124,0.9000965517241378,624391693,0.7510482758620689,5758
Mamma Mia!,Broadhurst,Musical,7566124,0.9000965517241378,624391693,0.7510482758620689,5758
Man And Boy,American Airlines,Play,53701,0.795,3095607,0.4091666666666666,57
Man Of La Mancha 02,Martin Beck,Musical,343317,0.7534146341463415,22483426,0.5946341463414634,304
Man Of La Mancha 02,Al Hirschfeld,Musical,343317,0.7534146341463415,22483426,0.5946341463414634,304
Mandy Patinkin In Concert: Mamaloshen,Belasco,Special,17344,0.615,726465,0.58,28
Manilow On Broadway,St. James,Special,35432,0.8116666666666668,4160716,0.7333333333333333,25
Marc Salem'S Mind Games,Lyceum,Special,6866,0.795,287897,0.2995833333333333,30
Marie Christine,Vivian Beaumont,Musical,69819,0.8081818181818181,2982095,0.49636363636363634,42
Mark Twain Tonight!,Brooks Atkinson,Play,12184,0.64,617468,0.4766666666666666,15
Marlene,Cort,Musical,21342,0.496,681313,0.36,25
Martin Short: Fame Becomes Me,Jacobs,Musical,143480,0.7495833333333333,10842526,0.61125,165
Mary Poppins,New Amsterdam,Musical,3878444,0.8158982035928143,294558648,0.6856287425149701,2619
Mary Stuart,Broadhurst,Play,103007,0.5625,6088106,0.3625,137
Master Class,Golden,Play,280797,0.8327868852459016,9350941,0.026557377049180327,413
Master Class '11,Friedman,Play,52956,0.8866666666666667,3244777,0.48833333333333334,67
Master Harold<85>And The Boys,Royale,Play,55872,0.647,2276295,0.41700000000000004,49
Match,Plymouth,Play,49757,0.5772727272727273,2333156,0.38909090909090904,53
Matilda,Shubert,Musical,1885281,0.9199444444444445,180252576,0.7871666666666667,1394
Matters Of The Heart,Vivian Beaumont,Special,17160,0.835,628230,0.529,11
Mauritius,Biltmore,Play,41237,0.7427272727272727,2293948,0.48363636363636364,61
Medea 02,Brooks Atkinson,Play,58891,0.6725,2454181,0.4091666666666666,78
Memphis,Shubert,Musical,1380731,0.7857999999999999,104453840,0.5719333333333334,1165
Metamorphoses,Circle In The Square,Play,199094,0.7419230769230769,10455094,0.5915384615384616,400
Mike Tyson: Undisputed Truth,Longacre,Special,9160,0.71,1204618,0.71,10
Million Dollar Quartet,Nederlander,Musical,379726,0.6021212121212121,28585196,0.39515151515151514,489
Minnelli On Minnelli,Palace,Special,29519,0.672,2549836,0.6779999999999999,20
Misery,Broadhurst,Play,112692,0.7464705882352941,12518415,0.6370588235294118,102
Miss Saigon,Broadway,Musical,5843972,0.8593660531697341,272191859,0.2931288343558282,3885
Monty Python'S Spamalot,Shubert,Musical,2075781,0.8952475247524753,168067350,0.8573762376237624,1575
Moon Over Buffalo,Martin Beck,Play,131262,0.82375,4904023,0.454375,101
More To Love: A Big Fat Comedy,Eugene O'Neill,Play,8855,0.39,247279,0.2333333333333333,5
"Morning, Noon And Night",Vivian Beaumont,Special,15504,0.7463636363636365,504719,0.5936363636363636,12
Morning'S At Seven,Lyceum,Play,75829,0.5838888888888889,2766340,0.39111111111111113,112
Mothers And Sons,Golden,Play,60704,0.555,3558406,0.2727777777777778,104
Motown The Musical,Lunt-Fontanne,Musical,1063474,0.9130927835051547,115002552,0.8388659793814434,738
Motown The Musical 2016,Nederlander,Musical,19902,0.71,1496081,0.43333333333333335,24
Movin' Out,Richard Rodgers,Musical,1436759,0.8153293413173652,99919701,0.7156287425149701,1303
Mrs. Warren'S Profession,American Airlines,Play,56201,0.7615384615384616,2917482,0.35769230769230764,65
Never Gonna Dance,Broadhurst,Musical,101949,0.6775,6287836,0.4925,84
Newsies,Nederlander,Musical,1156757,0.952734375,109000717,0.801875,1004
Next Fall,Helen Hayes,Play,57552,0.6185,3056830,0.297,132
Next To Normal,Booth,Musical,473884,0.8136842105263158,31764486,0.5385263157894736,733
Nice Work If You Can Get It,Imperial,Musical,543472,0.749375,51461746,0.5884375,478
Night Must Fall,Lyceum,Play,81461,0.6859999999999999,2927757,0.48700000000000004,119
Night Must Fall,Helen Hayes,Play,81461,0.6859999999999999,2927757,0.48700000000000004,119
Nine,Eugene O'Neill,Musical,302226,0.9415384615384617,24448759,0.9912820512820513,283
No Man'S Land/Waiting For Godot,Cort,Play,160950,0.8552173913043478,14346510,0.7326086956521739,145
Noises Off '01,Brooks Atkinson,Play,298100,0.7693478260869565,14678125,0.6106521739130435,348
Noises Off 2016,American Airlines,Play,68317,0.9361538461538461,5339351,0.66,67
Not About Nightingales,Circle In The Square,Play,59027,0.7605555555555555,2465086,0.5405555555555556,125
November,Ethel Barrymore,Play,160076,0.635,11194646,0.5383333333333333,205
Of Mice And Men,Longacre,Play,155377,0.9726315789473684,15938704,0.9089473684210526,118
Oklahoma!,Gershwin,Musical,549805,0.8015094339622642,34961595,0.6739622641509433,388
Old Acquaintance,American Airlines,Play,42829,0.6291666666666667,1809462,0.4041666666666666,61
Old Times,American Airlines,Play,52787,0.8418181818181819,4039575,0.6045454545454545,64
Oleanna,Golden,Play,39824,0.623,2177335,0.309,65
On A Clear Day You Can See Forever,St. James,Musical,88565,0.765,7253179,0.5133333333333333,57
On Golden Pond,Cort,Play,54757,0.4592857142857143,2947551,0.35857142857142854,93
On The Town,Gershwin,Musical,143790,0.7538461538461538,5236292,0.5653846153846154,69
On The Town 2014,Lyric,Musical,463044,0.6296078431372549,30840328,0.3488235294117647,368
On The Twentieth Century,American Airlines,Musical,123479,0.9656521739130435,11298280,0.6230434782608696,144
On Your Feet!,Marquis,Musical,433688,0.7484444444444445,44153666,0.6344444444444445,322
Once,Jacobs,Musical,1082027,0.8579194630872483,110306780,0.7184563758389261,1168
One Flew Over The Cuckoo'S Nest,Royale,Play,122341,0.812,6477718,0.69,121
"One Man, Two Guvnors",Music Box,Play,140382,0.8409090909090909,13071416,0.6559090909090909,159
One Mo' Time,Longacre,Musical,13080,0.324,514302,0.314,21
Orphans,Schoenfeld,Play,55985,0.8175,4056117,0.495,37
Other Desert Cities,Booth,Play,171304,0.7883333333333333,14799861,0.6177777777777778,261
Our Mother'S Brief Affair,Friedman,Play,35508,0.727,1727741,0.298,53
Our Town 02,Booth,Play,55571,0.97,3757006,0.96,59
Outside Mullingar,Friedman,Play,50227,0.9245454545454546,3351777,0.520909090909091,61
Pacific Overtures,Studio 54,Musical,71420,0.8341666666666667,3770036,0.7166666666666667,69
Pal Joey,Studio 54,Musical,103821,0.849375,5574587,0.509375,85
Parade,Vivian Beaumont,Musical,104752,0.780625,4349262,0.604375,85
Paramour,Lyric,Musical,182511,0.7916666666666667,16566410,0.6477777777777777,94
Passing Strange,Belasco,Musical,97370,0.52125,5161374,0.3158333333333333,165
Patti Labelle On Broadway,St. James,Special,17835,0.92,989597,0.955,12
Patti Lupone On Broadway,Walter Kerr,Special,1872,0.52,83374,0.46,0
Penn & Teller On Broadway,Marquis,Special,64567,0.8233333333333333,7820655,0.7566666666666667,41
Peter And The Starcatcher,Brooks Atkinson,Play,255200,0.7251162790697674,17698854,0.4672093023255814,319
Peter Pan 98,Marquis,Musical,310277,0.7678571428571429,13806567,0.5946428571428571,214
Peter Pan 98,Gershwin,Musical,310277,0.7678571428571429,13806567,0.5946428571428571,214
Picnic '12,American Airlines,Play,47529,0.7545454545454545,2409844,0.32727272727272727,49
Pippin,Music Box,Musical,659865,0.893936170212766,68840074,0.7153191489361703,709
Porgy And Bess '11,Richard Rodgers,Musical,293984,0.688780487804878,26381453,0.5073170731707317,293
Prelude To A Kiss 2007,American Airlines,Play,41211,0.6627272727272726,1786550,0.4354545454545455,61
Present Laughter '10,American Airlines,Play,58727,0.8583333333333333,3071438,0.4041666666666666,69
Primo,Music Box,Play,29520,0.7333333333333333,1952699,0.645,35
Priscilla Queen Of The Desert,Palace,Musical,616609,0.663768115942029,48763901,0.4865217391304348,526
Private Lives '11,Music Box,Play,43018,0.6866666666666668,2773632,0.39555555555555555,53
Private Lives 02,Richard Rodgers,Play,132104,0.7275,7083941,0.6495000000000001,127
"Promises, Promises",Broadway,Musical,475458,0.8563414634146342,42951936,0.6717073170731708,289
Proof,Walter Kerr,Play,634994,0.7363247863247864,32896994,0.6590598290598291,917
Proposals,Broadhurst,Play,51007,0.49636363636363634,2172196,0.45545454545454545,77
Prune Danish,Royale,Play,35323,0.61,2080448,0.56875,39
Putting It Together,Ethel Barrymore,Musical,94783,0.7111764705882354,5371370,0.6258823529411764,101
Pygmalion 07,American Airlines,Play,66932,0.9038461538461539,3558323,0.5284615384615384,69
Qed,Vivian Beaumont,Play,47492,0.9296428571428571,2165492,0.8107142857142857,40
Rabbit Hole,Biltmore,Play,58154,0.8969230769230769,3203305,0.63,77
Race,Ethel Barrymore,Play,197595,0.58325,14939910,0.40549999999999997,297
Radio Golf,Cort,Play,46200,0.5263636363636364,1825735,0.29818181818181816,64
Ragtime,Ford Center (Livent),Musical,1432872,0.918148148148148,79947694,0.9209259259259259,834
Ragtime '09,Neil Simon,Musical,92587,0.7083333333333333,6030275,0.42416666666666664,65
Rain: A Tribute To The Beatles On Broadway,Neil Simon,Musical,260709,0.7055263157894737,18014434,0.44921052631578945,300
Rain: A Tribute To The Beatles On Broadway,Brooks Atkinson,Musical,260709,0.7055263157894737,18014434,0.44921052631578945,300
Reasons To Be Pretty,Lyceum,Play,43457,0.4457142857142857,1936204,0.23285714285714285,85
Reckless,Biltmore,Play,59677,0.9076923076923077,3004690,0.6430769230769231,77
Red,Golden,Play,87631,0.88625,6835696,0.64,101
Relatively Speaking,Brooks Atkinson,Play,126852,0.7773684210526316,10077527,0.5657894736842105,117
Rent,Nederlander,Musical,4969873,0.8267762128325509,271555789,0.687699530516432,5091
Ring Of Fire,Ethel Barrymore,Musical,50623,0.505,2775120,0.3,57
Ring Round The Moon,Belasco,Play,47453,0.48307692307692307,1282880,0.3,66
Riverdance,Gershwin,Musical,890766,0.7506410256410256,45553810,0.6035897435897436,605
Rock 'N' Roll,Jacobs,Play,102787,0.7042105263157894,6767495,0.5457894736842106,123
Rock Of Ages,Brooks Atkinson,Musical,1476025,0.8846440677966102,128956082,0.6798983050847458,2328
Rock Of Ages,Helen Hayes,Musical,1476025,0.8846440677966102,128956082,0.6798983050847458,2328
Rocky,Winter Garden,Musical,235400,0.7488888888888888,19222100,0.5640740740740741,180
Romeo And Juliet,Richard Rodgers,Play,84914,0.55625,6208798,0.351875,93
Rose,Lyceum,Play,40598,0.79875,1230595,0.4725,42
Sacrilege,Belasco,Play,15394,0.515,357454,0.3225,21
Salome,Ethel Barrymore,Play,56181,0.895,3702428,0.857,40
Saturday Night Fever,Minskoff,Musical,680429,0.7648484848484849,37585638,0.631969696969697,501
"Say Goodnight, Gracie",Helen Hayes,Play,131349,0.566530612244898,5874615,0.4055102040816327,364
Scandalous,Neil Simon,Musical,42216,0.5611111111111111,1718924,0.22333333333333333,29
School For Scandal,Lyceum,Play,1120,0.15,27661,0.12,1
School Of Rock,Winter Garden,Musical,421721,0.8975,41726964,0.7095,288
Seascape,Booth,Play,38021,0.6336363636363637,1526743,0.3190909090909091,55
Seminar,Golden,Play,132687,0.7664285714285713,9819692,0.5260714285714285,191
Seussical,Richard Rodgers,Musical,228686,0.7255172413793103,12927734,0.5872413793103448,198
Sexaholix '01,Royale,Play,109522,0.855,5337342,0.7944444444444444,67
Sexaholix '03,Broadway,Play,20224,0.41,990923,0.415,28
Shatner'S World: We Just Live In It,Music Box,Special,13721,0.7233333333333333,914006,0.41666666666666663,17
She Loves Me 2016,Studio 54,Musical,145633,0.89,11744157,0.64,132
Shining City,Biltmore,Play,57529,0.8746153846153847,3217082,0.6361538461538462,80
Shrek The Musical,Broadway,Musical,606280,0.7340983606557377,46361426,0.552622950819672,441
Shuffle Along,Music Box,Musical,131619,0.9915789473684211,15174445,0.8036842105263158,100
Side Man,Criterion,Play,276876,0.7038235294117646,9808327,0.5075,517
Side Man,Golden,Play,276876,0.7038235294117646,9808327,0.5075,517
Side Show,Richard Rodgers,Musical,114189,0.7075,4315283,0.488125,91
Side Show 2014,St. James,Musical,73844,0.737,4963029,0.44,56
Sight Unseen,Biltmore,Play,50622,0.8533333333333333,2724614,0.6433333333333333,70
Sister Act,Broadway,Musical,721574,0.7286666666666666,52509237,0.4828,561
Six Dance Lessons In Six Weeks,Belasco,Play,22321,0.3871428571428572,716751,0.22428571428571428,30
Sixteen Wounded,Walter Kerr,Play,13482,0.36,509381,0.198,12
Skylight 2015,Golden,Play,84202,0.9921428571428571,10126159,0.895,85
Slava'S Snowshow,Helen Hayes,Special,17093,0.698,1435574,0.586,35
Sly Fox,Ethel Barrymore,Play,141591,0.6912,8121077,0.5184000000000001,173
Smokey Joe'S Cafe,Virginia,Musical,1904856,0.7625968992248062,88346877,0.2710077519379845,2036
Something Rotten!,St. James,Musical,709531,0.7828767123287672,60312720,0.6254794520547945,548
Sondheim On Sondheim,Studio 54,Musical,89781,0.7933333333333333,5352642,0.4653333333333333,76
Soul Doctor,Circle In The Square,Musical,51690,0.7546153846153847,1940459,0.2176923076923077,66
Soul Of Shaolin,Marquis,Special,30406,0.7866666666666667,1225360,0.44333333333333336,21
South Pacific,Vivian Beaumont,Musical,965647,0.8983076923076924,96488869,0.7698461538461538,996
Souvenir,Lyceum,Play,21953,0.3790909090909091,945935,0.21545454545454545,68
Speed The Plow '08,Ethel Barrymore,Play,114722,0.6642857142857143,8477093,0.5323809523809524,140
Spider-Man Turn Off The Dark,Foxwoods,Musical,2068468,0.8756875,212406040,0.7331875,1066
Spring Awakening,Eugene O'Neill,Musical,767167,0.7927678571428571,57441834,0.6436607142857143,859
Spring Awakening 2015,Brooks Atkinson,Musical,119258,0.7384999999999999,9182156,0.46549999999999997,135
Squonk,Helen Hayes,Musical,13579,0.41857142857142854,466157,0.23428571428571426,32
Steel Magnolias,Lyceum,Play,72860,0.4985,4139622,0.4265,136
Steel Pier,Richard Rodgers,Musical,120530,0.82,5587523,0.16571428571428573,76
Stick Fly,Cort,Play,80312,0.6373333333333333,4262543,0.3253333333333333,93
Stones In His Pockets,Golden,Play,115757,0.6881481481481481,5141100,0.547037037037037,198
Street Corner Symphony,Brooks Atkinson,Musical,64792,0.6171428571428571,1090010,0.19928571428571426,79
Sunday In The Park With George '08,Studio 54,Musical,156964,0.8647826086956522,8812815,0.49521739130434783,149
Superior Donuts,Music Box,Play,74490,0.598125,4239113,0.30375,109
Swan Lake,Neil Simon,Musical,141151,0.8005555555555556,7027858,0.6738888888888889,124
Sweeney Todd 05,Eugene O'Neill,Musical,302836,0.7145833333333332,22218240,0.6377083333333333,349
Sweet Charity 05,Al Hirschfeld,Musical,300014,0.6936842105263158,18653757,0.4871052631578947,279
Sweet Smell Of Success,Martin Beck,Musical,119972,0.6641176470588235,7860322,0.5611764705882353,109
Swing!,St. James,Musical,529583,0.6142857142857143,24623691,0.5003174603174603,461
Sylvia,Cort,Play,75926,0.6707142857142857,4453376,0.37428571428571433,79
Taboo,Plymouth,Musical,70160,0.5493333333333333,4894998,0.444,100
Take Me Out,Walter Kerr,Play,214263,0.608125,10975816,0.45333333333333337,355
Talk Radio,Longacre,Play,84405,0.5131578947368421,4489013,0.37315789473684213,121
Taller Than A Dwarf,Longacre,Play,65891,0.6533333333333333,2557061,0.5,56
Tartuffe 03,American Airlines,Play,61354,0.8883333333333333,2638852,0.6066666666666667,53
Tarzan,Richard Rodgers,Musical,580903,0.8520588235294118,42722858,0.7830882352941176,486
Th<e9>r<e8>se Raquin,Studio 54,Play,71091,0.6635714285714286,5184011,0.46714285714285714,75
That Championship Season,Jacobs,Play,99407,0.745625,8443019,0.49625,97
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,672139,0.8495862068965517,45625516,0.6904827586206896,1136
The 39 Steps,American Airlines,Play,389835,0.7206,22104342,0.41200000000000003,771
The 39 Steps,Cort,Play,389835,0.7206,22104342,0.41200000000000003,771
The 39 Steps,Helen Hayes,Play,389835,0.7206,22104342,0.41200000000000003,771
The Addams Family,Lunt-Fontanne,Musical,920997,0.8004210526315789,86677092,0.6525263157894737,722
The Adventures Of Tom Sawyer,Minskoff,Musical,64852,0.69,2211829,0.4142857142857143,21
The American Plan,Friedman,Play,38583,0.6416666666666667,2001797,0.35833333333333334,70
The Anarchist,Golden,Play,22583,0.706,1651411,0.426,17
The Apple Tree,Studio 54,Musical,87752,0.7466666666666667,4777523,0.4993333333333333,99
The Assembled Parties,Friedman,Play,82288,0.8573684210526317,5402056,0.4636842105263158,119
The Beauty Queen Of Leenane,Walter Kerr,Play,281378,0.7733333333333333,12496388,0.6816666666666668,365
The Big Knife,American Airlines,Play,45618,0.7272727272727273,2337664,0.39272727272727276,56
The Blonde In The Thunderbird,Brooks Atkinson,Play,15122,0.7533333333333333,191165,0.15333333333333335,9
The Blue Room,Cort,Play,101355,0.995,4589721,0.5864285714285714,81
The Boy From Oz,Imperial,Musical,524857,0.9237254901960784,42738338,0.8937254901960785,364
The Boys From Syracuse,American Airlines,Musical,68115,0.9176923076923077,3286075,0.5107692307692308,73
The Bridges Of Madison County,Schoenfeld,Musical,101215,0.7322222222222223,6729931,0.3927777777777778,100
The Caine Mutiny Court-Martial,Schoenfeld,Play,19409,0.41666666666666663,945803,0.25,17
The Capeman,Marquis,Musical,152983,0.76,8038402,0.6576470588235295,68
The Caretaker 03,American Airlines,Play,48149,0.7936363636363636,2156333,0.6336363636363637,63
The Chairs,Golden,Play,48303,0.7141666666666667,1830517,0.535,74
The Cherry Orchard,Martin Beck,Play,13000,0.705,800000,0.57,12
The Civil War,St. James,Musical,81971,0.5033333333333334,3524775,0.36916666666666664,61
The Coast Of Utopia,Vivian Beaumont,Play,170533,0.91,11762335,0.6517241379310345,121
The Color Purple,Broadway,Musical,1369564,0.8474789915966386,103992566,0.7436974789915967,910
The Color Purple 2015,Jacobs,Musical,300874,0.90925,30362144,0.74,282
The Columnist,Friedman,Play,59702,0.8421428571428571,3505086,0.44857142857142857,86
The Constant Wife,American Airlines,Play,63263,0.8538461538461539,3365506,0.7223076923076923,77
The Country Girl,Jacobs,Play,81577,0.620625,5949235,0.533125,97
The Country House,Friedman,Play,44110,0.7809090909090909,2383928,0.37636363636363634,61
The Cripple Of Inishmaan,Cort,Play,94219,0.7806666666666666,7845617,0.6046666666666667,105
The Crucible 02,Virginia,Play,115021,0.7735294117647059,7657715,0.7052941176470588,101
The Crucible 2016,Walter Kerr,Play,131650,0.8945000000000001,11687115,0.6195,125
The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,691205,0.8520792079207921,66641346,0.7127722772277229,775
The Deep Blue Sea,Criterion,Play,38764,0.8508333333333333,1379259,0.5541666666666667,61
The Diary Of Anne Frank,Music Box,Play,156663,0.6779999999999999,6086337,0.4996666666666667,221
The Dinner Party,Music Box,Play,291757,0.7408333333333332,13974313,0.6745833333333333,364
The Drowsy Chaperone,Marquis,Musical,865975,0.76,63565088,0.6515730337078652,674
The Elephant Man,Royale,Play,44594,0.519,1574221,0.287,57
The Farnsworth Invention,Music Box,Play,76700,0.5527777777777778,4512535,0.3827777777777778,104
The Father 2016,Friedman,Play,50634,0.7553846153846153,3419470,0.37538461538461543,78
The Frogs,Vivian Beaumont,Musical,117040,0.891875,7691480,0.650625,92
The Full Monty,Eugene O'Neill,Musical,764040,0.8716831683168317,47862021,0.7504950495049505,770
The Gathering,Cort,Play,11208,0.282,360983,0.182,24
The Gershwins' Fascinating Rhythm,Longacre,Musical,26455,0.5416666666666666,970692,0.33,17
The Gin Game,Lyceum,Play,81779,0.5404761904761906,2260537,0.2319047619047619,145
The Gin Game 2015,Golden,Play,70656,0.769375,5514614,0.494375,92
The Glass Menagerie '13,Booth,Play,133868,0.8736,14107163,0.736,173
The Glass Menagerie 05,Ethel Barrymore,Play,80428,0.5168421052631579,4573842,0.3894736842105263,120
"The Goat, Or Who Is Sylvia?",Golden,Play,179887,0.6790697674418605,7932478,0.47627906976744183,309
The Good Body,Booth,Play,19837,0.3744444444444444,843035,0.22666666666666668,40
The Graduate,Plymouth,Play,321840,0.7431372549019608,17834908,0.6435294117647059,380
The Green Bird,Cort,Musical,37182,0.504,1787997,0.39799999999999996,56
